,Unnamed: 0,date,activity,distance,time,cumulative_distance,cumulative_time,cumulative_hours,%_of_10000,month,year,month_year,dayofweek,week,distance_km,cumulative_distance_km
0,0,2019-10-12,Park Run,5000.0,28.19,5000.0,28.19,0.4698333333333334,0.0046983333333333,10,2019,201910,5,0,5.0,5.0
1,1,2019-10-13,Run,5019.0,29.13,10019.0,57.32,0.9553333333333334,0.0095533333333333,10,2019,201910,6,0,5.019,10.019
2,2,2019-10-14,,,,10019.0,57.32,0.9553333333333334,0.0095533333333333,10,2019,201910,0,2,,10.019
3,3,2019-10-15,,,,10019.0,57.32,0.9553333333333334,0.0095533333333333,10,2019,201910,1,2,,10.019
4,4,2019-10-16,Run,6021.0,38.06,16040.0,95.38,1.5896666666666668,0.0158966666666666,10,2019,201910,2,2,6.021,16.04
5,5,2019-10-17,Run,5011.0,29.53,21051.0,124.91,2.0818333333333334,0.020885,10,2019,201910,3,2,5.011,21.051
6,6,2019-10-18,,,,21051.0,124.91,2.0818333333333334,0.020885,10,2019,201910,4,2,,21.051
7,7,2019-10-19,Park Run,5000.0,25.25,26051.0,150.16,2.502666666666667,0.0250933333333333,10,2019,201910,5,2,5.0,26.051
8,8,2019-10-20,,,,26051.0,150.16,2.502666666666667,0.0250933333333333,10,2019,201910,6,2,,26.051
9,9,2019-10-21,Run,10006.0,55.06,36057.0,205.22,3.4203333333333337,0.0343366666666666,10,2019,201910,0,3,10.006,36.057
10,10,2019-10-22,,,,36057.0,205.22,3.4203333333333337,0.0343366666666666,10,2019,201910,1,3,,36.057
11,11,2019-10-23,Cooper Run,2750.0,12.0,38807.0,217.22,3.620333333333334,0.0363366666666666,10,2019,201910,2,3,2.75,38.807
12,12,2019-10-24,,,,38807.0,217.22,3.620333333333334,0.0363366666666666,10,2019,201910,3,3,,38.807
13,13,2019-10-25,,,,38807.0,217.22,3.620333333333334,0.0363366666666666,10,2019,201910,4,3,,38.807
14,14,2019-10-26,,,,38807.0,217.22,3.620333333333334,0.0363366666666666,10,2019,201910,5,3,,38.807
15,15,2019-10-27,,,,38807.0,217.22,3.620333333333334,0.0363366666666666,10,2019,201910,6,3,,38.807
16,16,2019-10-28,,,,38807.0,217.22,3.620333333333334,0.0363366666666666,10,2019,201910,0,4,,38.807
17,17,2019-10-29,Treadmil Run,10000.0,54.32,48807.0,271.54,4.525666666666667,0.04539,10,2019,201910,1,4,10.0,48.807
18,18,2019-10-30,Spin Class ,8000.0,30.0,56807.0,301.54,5.025666666666667,0.05039,10,2019,201910,2,4,8.0,56.807
19,19,2019-10-31,Treadmil Run,5000.0,25.0,61807.0,326.54,5.442333333333334,0.0545566666666666,10,2019,201910,3,4,5.0,61.807
20,20,2019-11-01,,,,61807.0,326.54,5.442333333333334,0.0545566666666666,11,2019,201911,4,4,,61.807
21,21,2019-11-02,Park Run,5000.0,23.5,66807.0,350.04,5.8340000000000005,0.05854,11,2019,201911,5,4,5.0,66.807
22,22,2019-11-03,,,,66807.0,350.04,5.8340000000000005,0.05854,11,2019,201911,6,4,,66.807
23,23,2019-11-04,Treadmil Run,5000.0,29.0,71807.0,379.04,6.317333333333334,0.0633733333333333,11,2019,201911,0,5,5.0,71.807
24,24,2019-11-05,Run,4750.0,26.0,76557.0,405.04,6.7506666666666675,0.0677066666666666,11,2019,201911,1,5,4.75,76.557
25,25,2019-11-06,,,,76557.0,405.04,6.7506666666666675,0.0677066666666666,11,2019,201911,2,5,,76.557
26,26,2019-11-07,Run,12150.0,64.38,88707.0,469.42,7.823666666666668,0.0785033333333333,11,2019,201911,3,5,12.15,88.707
27,27,2019-11-08,,,,88707.0,469.42,7.823666666666668,0.0785033333333333,11,2019,201911,4,5,,88.707
28,28,2019-11-09,,,,88707.0,469.42,7.823666666666668,0.0785033333333333,11,2019,201911,5,5,,88.707
29,29,2019-11-10,,,,88707.0,469.42,7.823666666666668,0.0785033333333333,11,2019,201911,6,5,,88.707
30,30,2019-11-11,Sprints,3500.0,25.0,92207.0,494.42,8.240333333333334,0.08267,11,2019,201911,0,6,3.5,92.207
31,31,2019-11-11,Spin Class ,8500.0,30.0,100707.0,524.4200000000001,8.740333333333334,0.08767,11,2019,201911,0,7,8.5,100.707
32,32,2019-11-12,Sprints,4250.0,25.0,104957.0,549.4200000000001,9.157,0.0918366666666666,11,2019,201911,1,7,4.25,104.957
33,33,2019-11-13,,,,104957.0,549.4200000000001,9.157,0.0918366666666666,11,2019,201911,2,7,,104.957
34,34,2019-11-14,Treadmil Run,15000.0,82.0,119957.0,631.4200000000001,10.523666666666667,0.1055033333333333,11,2019,201911,3,7,15.0,119.957
35,35,2019-11-15,,,,119957.0,631.4200000000001,10.523666666666667,0.1055033333333333,11,2019,201911,4,7,,119.957
36,36,2019-11-16,,,,119957.0,631.4200000000001,10.523666666666667,0.1055033333333333,11,2019,201911,5,7,,119.957
37,37,2019-11-17,,,,119957.0,631.4200000000001,10.523666666666667,0.1055033333333333,11,2019,201911,6,7,,119.957
38,38,2019-11-18,Treadmil Run,5000.0,23.2,124957.0,654.6200000000001,10.910333333333334,0.10937,11,2019,201911,0,8,5.0,124.957
39,39,2019-11-19,,,,124957.0,654.6200000000001,10.910333333333334,0.10937,11,2019,201911,1,8,,124.957
40,40,2019-11-20,Run,21000.0,115.08,145957.0,769.7000000000002,12.828333333333333,0.12855,11,2019,201911,2,8,21.0,145.957
41,41,2019-11-21,,,,145957.0,769.7000000000002,12.828333333333333,0.12855,11,2019,201911,3,8,,145.957
42,42,2019-11-22,,,,145957.0,769.7000000000002,12.828333333333333,0.12855,11,2019,201911,4,8,,145.957
43,43,2019-11-23,Park Run,5000.0,24.01,150957.0,793.7100000000002,13.2285,0.1325516666666666,11,2019,201911,5,8,5.0,150.957
44,44,2019-11-24,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,11,2019,201911,6,8,,150.957
45,45,2019-11-25,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,11,2019,201911,0,9,,150.957
46,46,2019-11-26,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,11,2019,201911,1,9,,150.957
47,47,2019-11-27,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,11,2019,201911,2,9,,150.957
48,48,2019-11-28,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,11,2019,201911,3,9,,150.957
49,49,2019-11-29,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,11,2019,201911,4,9,,150.957
50,50,2019-11-30,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,11,2019,201911,5,9,,150.957
51,51,2019-12-01,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,12,2019,201912,6,9,,150.957
52,52,2019-12-02,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,12,2019,201912,0,10,,150.957
53,53,2019-12-03,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,12,2019,201912,1,10,,150.957
54,54,2019-12-04,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,12,2019,201912,2,10,,150.957
55,55,2019-12-05,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,12,2019,201912,3,10,,150.957
56,56,2019-12-06,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,12,2019,201912,4,10,,150.957
57,57,2019-12-07,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,12,2019,201912,5,10,,150.957
58,58,2019-12-08,,,,150957.0,793.7100000000002,13.2285,0.1325516666666666,12,2019,201912,6,10,,150.957
59,59,2019-12-09,Run,6500.0,35.0,157457.0,828.7100000000002,13.811833333333334,0.1383849999999999,12,2019,201912,0,11,6.5,157.457
60,60,2019-12-10,,,,157457.0,828.7100000000002,13.811833333333334,0.1383849999999999,12,2019,201912,1,11,,157.457
61,61,2019-12-11,,,,157457.0,828.7100000000002,13.811833333333334,0.1383849999999999,12,2019,201912,2,11,,157.457
62,62,2019-12-12,,,,157457.0,828.7100000000002,13.811833333333334,0.1383849999999999,12,2019,201912,3,11,,157.457
63,63,2019-12-13,,,,157457.0,828.7100000000002,13.811833333333334,0.1383849999999999,12,2019,201912,4,11,,157.457
64,64,2019-12-14,,,,157457.0,828.7100000000002,13.811833333333334,0.1383849999999999,12,2019,201912,5,11,,157.457
65,65,2019-12-15,,,,157457.0,828.7100000000002,13.811833333333334,0.1383849999999999,12,2019,201912,6,11,,157.457
66,66,2019-12-16,,,,157457.0,828.7100000000002,13.811833333333334,0.1383849999999999,12,2019,201912,0,12,,157.457
67,67,2019-12-17,,,,157457.0,828.7100000000002,13.811833333333334,0.1383849999999999,12,2019,201912,1,12,,157.457
68,68,2019-12-18,,,,157457.0,828.7100000000002,13.811833333333334,0.1383849999999999,12,2019,201912,2,12,,157.457
69,69,2019-12-19,Run,5500.0,30.0,162957.0,858.7100000000002,14.311833333333334,0.1433849999999999,12,2019,201912,3,12,5.5,162.957
70,70,2019-12-20,,,,162957.0,858.7100000000002,14.311833333333334,0.1433849999999999,12,2019,201912,4,12,,162.957
71,71,2019-12-21,,,,162957.0,858.7100000000002,14.311833333333334,0.1433849999999999,12,2019,201912,5,12,,162.957
72,72,2019-12-22,,,,162957.0,858.7100000000002,14.311833333333334,0.1433849999999999,12,2019,201912,6,12,,162.957
73,73,2019-12-23,,,,162957.0,858.7100000000002,14.311833333333334,0.1433849999999999,12,2019,201912,0,13,,162.957
74,74,2019-12-24,,,,162957.0,858.7100000000002,14.311833333333334,0.1433849999999999,12,2019,201912,1,13,,162.957
75,75,2019-12-25,,,,162957.0,858.7100000000002,14.311833333333334,0.1433849999999999,12,2019,201912,2,13,,162.957
76,76,2019-12-26,,,,162957.0,858.7100000000002,14.311833333333334,0.1433849999999999,12,2019,201912,3,13,,162.957
77,77,2019-12-27,,,,162957.0,858.7100000000002,14.311833333333334,0.1433849999999999,12,2019,201912,4,13,,162.957
78,78,2019-12-28,,,,162957.0,858.7100000000002,14.311833333333334,0.1433849999999999,12,2019,201912,5,13,,162.957
79,79,2019-12-29,,,,162957.0,858.7100000000002,14.311833333333334,0.1433849999999999,12,2019,201912,6,13,,162.957
80,80,2019-12-30,Run,15000.0,85.0,177957.0,943.7100000000002,15.7285,0.1575516666666666,12,2019,201912,0,14,15.0,177.957
81,81,2019-12-31,,,,177957.0,943.7100000000002,15.7285,0.1575516666666666,12,2019,201912,1,14,,177.957
82,82,2020-01-01,,,,177957.0,943.7100000000002,15.7285,0.1575516666666666,01,2020,202001,2,14,,177.957
83,83,2020-01-02,,,,177957.0,943.7100000000002,15.7285,0.1575516666666666,01,2020,202001,3,14,,177.957
84,84,2020-01-03,Hike,8000.0,100.0,185957.0,1043.71,17.395166666666668,0.1742183333333333,01,2020,202001,4,14,8.0,185.957
85,85,2020-01-04,Park Run,5000.0,23.31,190957.0,1067.02,17.78366666666667,0.17817,01,2020,202001,5,14,5.0,190.957
86,86,2020-01-05,,,,190957.0,1067.02,17.78366666666667,0.17817,01,2020,202001,6,14,,190.957
87,87,2020-01-06,Chargers Run,6500.0,35.0,197457.0,1102.02,18.367,0.1840033333333333,01,2020,202001,0,15,6.5,197.457
88,88,2020-01-07,,,,197457.0,1102.02,18.367,0.1840033333333333,01,2020,202001,1,15,,197.457
89,89,2020-01-08,Run,13000.0,80.0,210457.0,1182.02,19.700333333333333,0.1973366666666666,01,2020,202001,2,15,13.0,210.457
90,90,2020-01-09,,,,210457.0,1182.02,19.700333333333333,0.1973366666666666,01,2020,202001,3,15,,210.457
91,91,2020-01-10,,,,210457.0,1182.02,19.700333333333333,0.1973366666666666,01,2020,202001,4,15,,210.457
92,92,2020-01-11,,,,210457.0,1182.02,19.700333333333333,0.1973366666666666,01,2020,202001,5,15,,210.457
93,93,2020-01-12,,,,210457.0,1182.02,19.700333333333333,0.1973366666666666,01,2020,202001,6,15,,210.457
94,94,2020-01-13,Chargers Run,6000.0,45.0,216457.0,1227.02,20.450333333333333,0.2048366666666666,01,2020,202001,0,16,6.0,216.457
95,95,2020-01-14,,,,216457.0,1227.02,20.450333333333333,0.2048366666666666,01,2020,202001,1,16,,216.457
96,96,2020-01-15,Run,18000.0,110.0,234457.0,1337.02,22.283666666666665,0.22317,01,2020,202001,2,16,18.0,234.457
97,97,2020-01-16,Chargers Run,7200.0,45.0,241657.0,1382.02,23.033666666666665,0.23067,01,2020,202001,3,16,7.2,241.657
98,98,2020-01-17,,,,241657.0,1382.02,23.033666666666665,0.23067,01,2020,202001,4,16,,241.657
99,99,2020-01-18,Park Run,5000.0,22.4,246657.0,1404.42,23.407,0.2344033333333333,01,2020,202001,5,16,5.0,246.657
100,100,2020-01-19,,,,246657.0,1404.42,23.407,0.2344033333333333,01,2020,202001,6,16,,246.657
101,101,2020-01-20,Chargers Run,6800.0,45.0,253457.0,1449.42,24.157,0.2419033333333333,01,2020,202001,0,17,6.8,253.457
102,102,2020-01-21,,,,253457.0,1449.42,24.157,0.2419033333333333,01,2020,202001,1,17,,253.457
103,103,2020-01-22,,,,253457.0,1449.42,24.157,0.2419033333333333,01,2020,202001,2,17,,253.457
104,104,2020-01-23,Run,19000.0,110.0,272457.0,1559.42,25.990333333333332,0.2602366666666666,01,2020,202001,3,17,19.0,272.457
105,105,2020-01-24,,,,272457.0,1559.42,25.990333333333332,0.2602366666666666,01,2020,202001,4,17,,272.457
106,106,2020-01-25,Park Run,5000.0,24.36,277457.0,1583.78,26.39633333333333,0.2643633333333333,01,2020,202001,5,17,5.0,277.457
107,107,2020-01-26,,,,277457.0,1583.78,26.39633333333333,0.2643633333333333,01,2020,202001,6,17,,277.457
108,108,2020-01-27,Chargers Run,7500.0,45.0,284957.0,1628.78,27.14633333333333,0.2718633333333333,01,2020,202001,0,18,7.5,284.957
109,109,2020-01-28,,,,284957.0,1628.78,27.14633333333333,0.2718633333333333,01,2020,202001,1,18,,284.957
110,110,2020-01-29,,,,284957.0,1628.78,27.14633333333333,0.2718633333333333,01,2020,202001,2,18,,284.957
111,111,2020-01-30,Chargers Run,7500.0,45.0,292457.0,1673.78,27.89633333333333,0.2793633333333333,01,2020,202001,3,18,7.5,292.457
112,112,2020-01-31,Run,23000.0,135.0,315457.0,1808.78,30.14633333333333,0.3018633333333333,01,2020,202001,4,18,23.0,315.457
113,113,2020-02-01,,,,315457.0,1808.78,30.14633333333333,0.3018633333333333,02,2020,202002,5,18,,315.457
114,114,2020-02-02,,,,315457.0,1808.78,30.14633333333333,0.3018633333333333,02,2020,202002,6,18,,315.457
115,115,2020-02-03,Chargers Run,7500.0,45.0,322957.0,1853.78,30.89633333333333,0.3093633333333333,02,2020,202002,0,19,7.5,322.957
116,116,2020-02-04,,,,322957.0,1853.78,30.89633333333333,0.3093633333333333,02,2020,202002,1,19,,322.957
117,117,2020-02-05,Run,12000.0,85.0,334957.0,1938.78,32.312999999999995,0.32353,02,2020,202002,2,19,12.0,334.957
118,118,2020-02-06,,,,334957.0,1938.78,32.312999999999995,0.32353,02,2020,202002,3,19,,334.957
119,119,2020-02-07,,,,334957.0,1938.78,32.312999999999995,0.32353,02,2020,202002,4,19,,334.957
120,120,2020-02-08,Park Run,5000.0,21.25,339957.0,1960.03,32.66716666666666,0.3270716666666666,02,2020,202002,5,19,5.0,339.957
121,121,2020-02-09,,,,339957.0,1960.03,32.66716666666666,0.3270716666666666,02,2020,202002,6,19,,339.957
122,122,2020-02-10,Run,4800.0,32.45,344757.0,1992.48,33.20799999999999,0.3325466666666666,02,2020,202002,0,20,4.8,344.757
123,123,2020-02-11,,,,344757.0,1992.48,33.20799999999999,0.3325466666666666,02,2020,202002,1,20,,344.757
124,124,2020-02-12,,,,344757.0,1992.48,33.20799999999999,0.3325466666666666,02,2020,202002,2,20,,344.757
125,125,2020-02-13,Run,22400.0,133.0,367157.0,2125.48,35.42466666666666,0.3547133333333334,02,2020,202002,3,20,22.4,367.157
126,126,2020-02-14,,,,367157.0,2125.48,35.42466666666666,0.3547133333333334,02,2020,202002,4,20,,367.157
127,127,2020-02-15,Park Run,5000.0,22.25,372157.0,2147.73,35.79549999999999,0.3584216666666667,02,2020,202002,5,20,5.0,372.157
128,128,2020-02-16,,,,372157.0,2147.73,35.79549999999999,0.3584216666666667,02,2020,202002,6,20,,372.157
129,129,2020-02-17,Chargers Run,8000.0,55.0,380157.0,2202.73,36.712166666666654,0.3675883333333333,02,2020,202002,0,21,8.0,380.157
130,130,2020-02-18,,,,380157.0,2202.73,36.712166666666654,0.3675883333333333,02,2020,202002,1,21,,380.157
131,131,2020-02-19,Run,12000.0,75.0,392157.0,2277.73,37.962166666666654,0.3800883333333333,02,2020,202002,2,21,12.0,392.157
132,132,2020-02-20,Swim,1000.0,45.0,393157.0,2322.73,38.712166666666654,0.3875883333333333,02,2020,202002,3,21,1.0,393.157
133,133,2020-02-20,Chargers Run,7500.0,45.0,400657.0,2367.73,39.462166666666654,0.3950883333333334,02,2020,202002,3,21,7.5,400.657
134,134,2020-02-21,,,,400657.0,2367.73,39.462166666666654,0.3950883333333334,02,2020,202002,4,21,,400.657
135,135,2020-02-22,Park Run,5000.0,21.55,405657.0,2389.28,39.82133333333332,0.3987466666666666,02,2020,202002,5,21,5.0,405.657
136,136,2020-02-23,,,,405657.0,2389.28,39.82133333333332,0.3987466666666666,02,2020,202002,6,21,,405.657
137,137,2020-02-24,Chargers Run,7500.0,45.0,413157.0,2434.28,40.57133333333332,0.4062466666666667,02,2020,202002,0,22,7.5,413.157
138,138,2020-02-25,,,,413157.0,2434.28,40.57133333333332,0.4062466666666667,02,2020,202002,1,22,,413.157
139,139,2020-02-26,Run,21000.0,125.0,434157.0,2559.28,42.65466666666666,0.42708,02,2020,202002,2,22,21.0,434.157
140,140,2020-02-27,,,,434157.0,2559.28,42.65466666666666,0.42708,02,2020,202002,3,22,,434.157
141,141,2020-02-28,,,,434157.0,2559.28,42.65466666666666,0.42708,02,2020,202002,4,22,,434.157
142,142,2020-02-29,,,,434157.0,2559.28,42.65466666666666,0.42708,02,2020,202002,5,22,,434.157
143,143,2020-03-01,,,,434157.0,2559.28,42.65466666666666,0.42708,03,2020,202003,6,22,,434.157
144,144,2020-03-02,,,,434157.0,2559.28,42.65466666666666,0.42708,03,2020,202003,0,23,,434.157
145,145,2020-03-03,,,,434157.0,2559.28,42.65466666666666,0.42708,03,2020,202003,1,23,,434.157
146,146,2020-03-04,,,,434157.0,2559.28,42.65466666666666,0.42708,03,2020,202003,2,23,,434.157
147,147,2020-03-05,,,,434157.0,2559.28,42.65466666666666,0.42708,03,2020,202003,3,23,,434.157
148,148,2020-03-06,,,,434157.0,2559.28,42.65466666666666,0.42708,03,2020,202003,4,23,,434.157
149,149,2020-03-07,,,,434157.0,2559.28,42.65466666666666,0.42708,03,2020,202003,5,23,,434.157
150,150,2020-03-08,Race!,21000.0,110.0,455157.0,2669.28,44.48799999999999,0.4454133333333333,03,2020,202003,6,23,21.0,455.157
151,151,2020-03-09,,,,455157.0,2669.28,44.48799999999999,0.4454133333333333,03,2020,202003,0,24,,455.157
152,152,2020-03-10,,,,455157.0,2669.28,44.48799999999999,0.4454133333333333,03,2020,202003,1,24,,455.157
153,153,2020-03-11,,,,455157.0,2669.28,44.48799999999999,0.4454133333333333,03,2020,202003,2,24,,455.157
154,154,2020-03-12,Chargers Run,10000.0,55.0,465157.0,2724.28,45.40466666666666,0.45458,03,2020,202003,3,24,10.0,465.157
155,155,2020-03-13,,,,465157.0,2724.28,45.40466666666666,0.45458,03,2020,202003,4,24,,465.157
156,156,2020-03-14,Park Run,5000.0,21.33,470157.0,2745.61,45.760166666666656,0.4582016666666667,03,2020,202003,5,24,5.0,470.157
157,157,2020-03-15,,,,470157.0,2745.61,45.760166666666656,0.4582016666666667,03,2020,202003,6,24,,470.157
158,158,2020-03-16,Run,6000.0,30.0,476157.0,2775.61,46.260166666666656,0.4632016666666666,03,2020,202003,0,25,6.0,476.157
159,159,2020-03-17,,,,476157.0,2775.61,46.260166666666656,0.4632016666666666,03,2020,202003,1,25,,476.157
160,160,2020-03-18,,,,476157.0,2775.61,46.260166666666656,0.4632016666666666,03,2020,202003,2,25,,476.157
161,161,2020-03-19,Run,12000.0,66.0,488157.0,2841.61,47.36016666666666,0.4742016666666667,03,2020,202003,3,25,12.0,488.157
162,162,2020-03-20,Run,4300.0,30.0,492457.0,2871.61,47.86016666666666,0.4792016666666667,03,2020,202003,4,25,4.3,492.457
163,163,2020-03-21,,,,492457.0,2871.61,47.86016666666666,0.4792016666666667,03,2020,202003,5,25,,492.457
164,164,2020-03-22,,,,492457.0,2871.61,47.86016666666666,0.4792016666666667,03,2020,202003,6,25,,492.457
165,165,2020-03-23,,,,492457.0,2871.61,47.86016666666666,0.4792016666666667,03,2020,202003,0,26,,492.457
166,166,2020-03-24,Run,4300.0,30.0,496757.0,2901.61,48.36016666666666,0.4842016666666666,03,2020,202003,1,26,4.3,496.757
167,167,2020-03-25,,,,496757.0,2901.61,48.36016666666666,0.4842016666666666,03,2020,202003,2,26,,496.757
168,168,2020-03-26,,,,496757.0,2901.61,48.36016666666666,0.4842016666666666,03,2020,202003,3,26,,496.757
169,169,2020-03-27,,,,496757.0,2901.61,48.36016666666666,0.4842016666666666,03,2020,202003,4,26,,496.757
170,170,2020-03-28,,,,496757.0,2901.61,48.36016666666666,0.4842016666666666,03,2020,202003,5,26,,496.757
171,171,2020-03-29,,,,496757.0,2901.61,48.36016666666666,0.4842016666666666,03,2020,202003,6,26,,496.757
172,172,2020-03-30,Run,5000.0,22.3,501757.0,2923.9100000000003,48.73183333333333,0.4879183333333333,03,2020,202003,0,27,5.0,501.757
173,173,2020-03-31,,,,501757.0,2923.9100000000003,48.73183333333333,0.4879183333333333,03,2020,202003,1,27,,501.757
174,174,2020-04-01,,,,501757.0,2923.9100000000003,48.73183333333333,0.4879183333333333,04,2020,202004,2,27,,501.757
175,175,2020-04-02,Run,12000.0,65.0,513757.0,2988.9100000000003,49.81516666666666,0.4987516666666667,04,2020,202004,3,27,12.0,513.757
176,176,2020-04-03,,,,513757.0,2988.9100000000003,49.81516666666666,0.4987516666666667,04,2020,202004,4,27,,513.757
177,177,2020-04-04,,,,513757.0,2988.9100000000003,49.81516666666666,0.4987516666666667,04,2020,202004,5,27,,513.757
178,178,2020-04-05,Run,5850.0,32.0,519607.0,3020.9100000000003,50.348499999999994,0.504085,04,2020,202004,6,27,5.85,519.607
179,179,2020-04-06,,,,519607.0,3020.9100000000003,50.348499999999994,0.504085,04,2020,202004,0,28,,519.607
180,180,2020-04-07,Sprints,2500.0,20.0,522107.0,3040.9100000000003,50.68183333333333,0.5074183333333333,04,2020,202004,1,28,2.5,522.107
181,181,2020-04-08,,,,522107.0,3040.9100000000003,50.68183333333333,0.5074183333333333,04,2020,202004,2,28,,522.107
182,182,2020-04-09,,,,522107.0,3040.9100000000003,50.68183333333333,0.5074183333333333,04,2020,202004,3,28,,522.107
183,183,2020-04-10,,,,522107.0,3040.9100000000003,50.68183333333333,0.5074183333333333,04,2020,202004,4,28,,522.107
184,184,2020-04-11,Run,13000.0,75.0,535107.0,3115.9100000000003,51.93183333333333,0.5199183333333334,04,2020,202004,5,28,13.0,535.107
185,185,2020-04-12,Run,5000.0,25.0,540107.0,3140.9100000000003,52.348499999999994,0.524085,04,2020,202004,6,28,5.0,540.107
186,186,2020-04-13,,,,540107.0,3140.9100000000003,52.348499999999994,0.524085,04,2020,202004,0,29,,540.107
187,187,2020-04-14,Run,7000.0,40.0,547107.0,3180.9100000000003,53.01516666666666,0.5307516666666667,04,2020,202004,1,29,7.0,547.107
188,188,2020-04-15,,,,547107.0,3180.9100000000003,53.01516666666666,0.5307516666666667,04,2020,202004,2,29,,547.107
189,189,2020-04-16,Run,6800.0,36.0,553907.0,3216.9100000000003,53.61516666666666,0.5367516666666667,04,2020,202004,3,29,6.8,553.907
190,190,2020-04-17,,,,553907.0,3216.9100000000003,53.61516666666666,0.5367516666666667,04,2020,202004,4,29,,553.907
191,191,2020-04-18,,,,553907.0,3216.9100000000003,53.61516666666666,0.5367516666666667,04,2020,202004,5,29,,553.907
192,192,2020-04-19,,,,553907.0,3216.9100000000003,53.61516666666666,0.5367516666666667,04,2020,202004,6,29,,553.907
193,193,2020-04-20,Run,9000.0,48.0,562907.0,3264.9100000000003,54.41516666666666,0.5447516666666666,04,2020,202004,0,30,9.0,562.907
194,194,2020-04-21,Run,5140.0,29.3,568047.0,3294.2100000000005,54.903499999999994,0.5497016666666666,04,2020,202004,1,30,5.14,568.047
195,195,2020-04-22,,,,568047.0,3294.2100000000005,54.903499999999994,0.5497016666666666,04,2020,202004,2,30,,568.047
196,196,2020-04-23,,,,568047.0,3294.2100000000005,54.903499999999994,0.5497016666666666,04,2020,202004,3,30,,568.047
197,197,2020-04-24,,,,568047.0,3294.2100000000005,54.903499999999994,0.5497016666666666,04,2020,202004,4,30,,568.047
198,198,2020-04-25,,,,568047.0,3294.2100000000005,54.903499999999994,0.5497016666666666,04,2020,202004,5,30,,568.047
199,199,2020-04-26,Run,10650.0,54.0,578697.0,3348.2100000000005,55.80349999999999,0.5587016666666667,04,2020,202004,6,30,10.65,578.697
200,200,2020-04-27,Run,5000.0,29.0,583697.0,3377.2100000000005,56.28683333333333,0.563535,04,2020,202004,0,31,5.0,583.697
201,201,2020-04-28,,,,583697.0,3377.2100000000005,56.28683333333333,0.563535,04,2020,202004,1,31,,583.697
202,202,2020-04-29,,,,583697.0,3377.2100000000005,56.28683333333333,0.563535,04,2020,202004,2,31,,583.697
203,203,2020-04-30,,,,583697.0,3377.2100000000005,56.28683333333333,0.563535,04,2020,202004,3,31,,583.697
204,204,2020-05-01,Run,12800.0,78.0,596497.0,3455.2100000000005,57.586833333333324,0.576535,05,2020,202005,4,31,12.8,596.497
205,205,2020-05-02,Run,7200.0,35.0,603697.0,3490.2100000000005,58.17016666666666,0.5823683333333334,05,2020,202005,5,31,7.2,603.697
206,206,2020-05-03,Run,5290.0,24.0,608987.0,3514.2100000000005,58.57016666666666,0.5863683333333334,05,2020,202005,6,31,5.29,608.987
207,207,2020-05-04,Run,6000.0,32.0,614987.0,3546.2100000000005,59.10349999999999,0.5917016666666667,05,2020,202005,0,32,6.0,614.987
208,208,2020-05-05,Run,12500.0,60.0,627487.0,3606.2100000000005,60.10349999999999,0.6017016666666666,05,2020,202005,1,32,12.5,627.487
209,209,2020-05-06,Run,5600.0,36.0,633087.0,3642.2100000000005,60.70349999999999,0.6077016666666667,05,2020,202005,2,32,5.6,633.087
210,210,2020-05-07,,,,633087.0,3642.2100000000005,60.70349999999999,0.6077016666666667,05,2020,202005,3,32,,633.087
211,211,2020-05-08,Run,6600.0,36.0,639687.0,3678.2100000000005,61.30349999999999,0.6137016666666667,05,2020,202005,4,32,6.6,639.687
212,212,2020-05-09,,,,639687.0,3678.2100000000005,61.30349999999999,0.6137016666666667,05,2020,202005,5,32,,639.687
213,213,2020-05-10,,,,639687.0,3678.2100000000005,61.30349999999999,0.6137016666666667,05,2020,202005,6,32,,639.687
214,214,2020-05-11,,,,639687.0,3678.2100000000005,61.30349999999999,0.6137016666666667,05,2020,202005,0,33,,639.687
215,215,2020-05-12,,,,639687.0,3678.2100000000005,61.30349999999999,0.6137016666666667,05,2020,202005,1,33,,639.687
216,216,2020-05-13,Run,5000.0,21.05,644687.0,3699.2600000000007,61.65433333333333,0.61721,05,2020,202005,2,33,5.0,644.687
217,217,2020-05-14,,,,644687.0,3699.2600000000007,61.65433333333333,0.61721,05,2020,202005,3,33,,644.687
218,218,2020-05-15,,,,644687.0,3699.2600000000007,61.65433333333333,0.61721,05,2020,202005,4,33,,644.687
219,219,2020-05-16,,,,644687.0,3699.2600000000007,61.65433333333333,0.61721,05,2020,202005,5,33,,644.687
220,220,2020-05-17,,,,644687.0,3699.2600000000007,61.65433333333333,0.61721,05,2020,202005,6,33,,644.687
